Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"B Meng, B Xu, E Zhou, S Yu, H Yin","Bidirectional Gated Recurrent Unit Networks for Relation Classification with Multiple Attentions and Semantic Information",2019,"International Symposium on Neural …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-22796-8_14","",219,"2022-03-25 10:09:03","","10.1007/978-3-030-22796-8_14","","",,,,,0,0.00,0,5,3,"… the overall effect is not as good as the SemEval-2010 task 8 dataset. But by comparison, it can be … Compared with the experimental data on the SemEval-2010 task 8 dataset, the BGRU+…","","https://scholar.google.com/scholar?q=related:E3nTpb3uCkgJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
22,"L Song, Y Zhang, D Gildea, M Yu, Z Wang, ...","Leveraging dependency forest for neural medical relation extraction",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1911.04123","https://scholar.google.com/scholar?cites=1822204348563773279&as_sdt=2005&sciodt=2007&hl=en",220,"2022-03-25 10:09:03","","","","",,,,,22,7.33,4,6,3,"… The output is a relation from a predefined relation set R = (r1,...,rM ,None), where “None” means that no relation holds for the entities. Two steps are taken for predicting the correct re…","https://arxiv.org/pdf/1911.04123","https://scholar.google.com/scholar?q=related:X9dQWDPFSRkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
61,"B He, Y Guan, R Dai","Classifying medical relations in clinical text via convolutional neural networks",2019,"Artificial intelligence in medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0933365717305523","https://scholar.google.com/scholar?cites=769910212264569334&as_sdt=2005&sciodt=2007&hl=en",228,"2022-03-25 10:09:03","","","","",,,,,61,20.33,20,3,3,"… The annotated information given in the 2010 i2b2/VA relation corpus thus differs from that in the SemEval-2010 task 8 dataset. In the former, the category to which a concept pair …","https://arxiv.org/pdf/1805.06665","https://scholar.google.com/scholar?q=related:9qn5RkJFrwoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
15,"HQ Le, DC Can, QT Ha, ...","A richer-but-smarter shortest dependency path with attentive augmentation for relation extraction",2019,"2019 Annual Conference of …","eprints.uet.vnu.edu.vn","http://eprints.uet.vnu.edu.vn/eprints/id/eprint/3477","https://scholar.google.com/scholar?cites=17488934372668633061&as_sdt=2005&sciodt=2007&hl=en",231,"2022-03-25 10:09:03","","","","",,,,,15,5.00,4,4,3,"… We evaluated our model on SemEval-2010 task 8 dataset, then compared the results with very recent state-of-the-art models. Experiments were also constructed to verify the rationality …","https://eprints.uet.vnu.edu.vn/eprints/id/eprint/3477/1/N19-1298.pdf","https://scholar.google.com/scholar?q=related:5W8IzyYttfIJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"Y Niki, H Sakaji, K Izumi, ...","Causality Existence Classification from Multilingual Texts Using End-to-End LSTM Models",2019,"… Conference on Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8955502/","https://scholar.google.com/scholar?cites=10482443768937650818&as_sdt=2005&sciodt=2007&hl=en",245,"2022-03-25 10:09:03","","","","",,,,,1,0.33,0,4,3,"… We used Nikkei news data and SemEval 2010 task 8 data. We … In SemEval 2010 task 8 data, the relationship between a pair of two words in a sentence was classified into nine relation…","https://ieeexplore.ieee.org/iel7/8949436/8955488/08955502.pdf","https://scholar.google.com/scholar?q=related:ghqJyREfeZEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"R Xing, J Luo, T Song","Biorel: a large-scale dataset for biomedical relation extraction",2019,"2019 IEEE international conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8983057/","https://scholar.google.com/scholar?cites=4593414379778735805&as_sdt=2005&sciodt=2007&hl=en",246,"2022-03-25 10:09:03","","","","",,,,,1,0.33,0,3,3,"… Relation Extraction datasets, including SemEval-2010 Task 8, … The first three are used for generalpurpose relation extraction … deep learning methods in biomedical relation extraction. …","https://ieeexplore.ieee.org/iel7/8965270/8982928/08983057.pdf","https://scholar.google.com/scholar?q=related:vf7hnAoWvz8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"JAP Torres, RE Gutierrez, VA Bucheli","The performance evaluation of Multi-representation in the Deep Learning models for Relation Extraction Task",2019,"arXiv preprint arXiv:1912.08290","arxiv.org","https://arxiv.org/abs/1912.08290","https://scholar.google.com/scholar?cites=9197670225960130493&as_sdt=2005&sciodt=2007&hl=en",247,"2022-03-25 10:09:03","","","","",,,,,1,0.33,0,3,3,"… In this work addresses the question of how is improved the relation … Our evaluation the impact of representations on deep learning model … We evaluate the performance of a Relation …","https://arxiv.org/pdf/1912.08290","https://scholar.google.com/scholar?q=related:vVeK01awpH8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
25,"Z Jiang, W Xu, J Araki, G Neubig","Generalizing natural language analysis through span-relation representations",2019,"arXiv preprint arXiv:1911.03822","arxiv.org","https://arxiv.org/abs/1911.03822","https://scholar.google.com/scholar?cites=12252454188708362760&as_sdt=2005&sciodt=2007&hl=en",250,"2022-03-25 10:09:03","","","","",,,,,25,8.33,6,4,3,"… To demonstrate the benefit of the SpanRel model in MTL, we perform single-task learning (STL) … 3Span-based F1 is used as the evaluation metric in SemEval-2010 Task 8 and SemEval-…","https://arxiv.org/pdf/1911.03822","https://scholar.google.com/scholar?q=related:CHq1GCt2CaoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
152,"Y Yao, D Ye, P Li, X Han, Y Lin, Z Liu, Z Liu, ...","DocRED: A large-scale document-level relation extraction dataset",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1906.06127","https://scholar.google.com/scholar?cites=16179474488090622861&as_sdt=2005&sciodt=2007&hl=en",255,"2022-03-25 10:09:03","","","","",,,,,152,50.67,19,8,3,"… Our dataset includes 96 frequent relation types from Wikidata. A notable property of our dataset is that the relation types cover a broad range of categories, including relations relevant to …","https://arxiv.org/pdf/1906.06127","https://scholar.google.com/scholar?q=related:jfsiC1MKieAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"F Meng, J Feng, D Yin, M Hu","A new fine-tuning architecture based on BERT for word relation extraction",2019,"CCF International Conference on Natural …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-32236-6_29","https://scholar.google.com/scholar?cites=16416670207707392179&as_sdt=2005&sciodt=2007&hl=en",260,"2022-03-25 10:09:03","","10.1007/978-3-030-32236-6_29","","",,,,,1,0.33,0,4,3,"… relation extraction between words. More specifically, we run our experiments on the SemEval-2010 Task 8: Multi-… pairs of nominals, one of the most popular relation classification …","http://tcci.ccf.org.cn/conference/2019_1007/papers/314.pdf","https://scholar.google.com/scholar?q=related:sygjHZO60-MJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"JA Peña-Torres, RE Gutiérrez, VA Bucheli, ...","How to adapt deep learning models to a new domain: the case of biomedical relation extraction",2019,"TecnoLógicas","scielo.org.co","http://www.scielo.org.co/pdf/teclo/v22nspe/2256-5337-teclo-22-spe-49.pdf","https://scholar.google.com/scholar?cites=8305838191150112975&as_sdt=2005&sciodt=2007&hl=en",267,"2022-03-25 10:09:03","PDF","","","",,,,,1,0.33,0,4,3,"… relation classes, RE tasks can be binary or multi-class. In this study, we considered a binary relation … Hendrickx et al., “Semeval-2010 task 8: Multi-way classification of semantic relations …","http://www.scielo.org.co/pdf/teclo/v22nspe/2256-5337-teclo-22-spe-49.pdf","https://scholar.google.com/scholar?q=related:zyBgIdRDRHMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Han, Z Zhou, H Li, G Wang, W Deng, Z Li","Classifying Relation via Piecewise Convolutional Neural Networks with Transfer Learning",2019,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-31964-9_6","",268,"2022-03-25 10:09:03","","10.1007/978-3-030-31964-9_6","","",,,,,0,0.00,0,6,3,"… Semeval-2010 task 8: multi-way classification of semantic relations between pairs of nominals. In: Proceedings of the Workshop on Semantic Evaluations: Recent Achievements and …","","https://scholar.google.com/scholar?q=related:qGehFbr0QLUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
8,"Y Shi, Y Xiao, L Niu","A brief survey of relation extraction based on distant supervision",2019,"International Conference on Computational Science","Springer","https://link.springer.com/chapter/10.1007/978-3-030-22744-9_23","https://scholar.google.com/scholar?cites=4498370430708227553&as_sdt=2005&sciodt=2007&hl=en",269,"2022-03-25 10:09:03","","10.1007/978-3-030-22744-9_23","","",,,,,8,2.67,3,3,3,"… types contain enough instances due to training and testing (average of 700 instances per relation type). SemEval-2010 Task 8 Dataset: This dataset is a public dataset donated by …","https://www.iccs-meeting.org/archive/iccs2019/papers/115380283.pdf","https://scholar.google.com/scholar?q=related:4R18xhJsbT4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"M Glas","Social Relation Extraction from Chatbot Conversations: A Shortest Dependency Path Approach",2019,"SKILL 2019-Studierendenkonferenz Informatik","dl.gi.de","https://dl.gi.de/handle/20.500.12116/28989","",281,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,1,3,"… academic research on relation extraction focuses on general relation extraction tasks using … We compare our model with other models, trained on the SemEval-2010 Task 8 [He10] as it …","https://dl.gi.de/bitstream/handle/20.500.12116/28989/SKILL2019-01.pdf?sequence=1","https://scholar.google.com/scholar?q=related:__7qyiqz_tUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"L Hettinger, A Zehe, A Dallmann, A Hotho","EClaiRE: Context Matters!–Comparing Word Embeddings for Relation Classification",2019,"INFORMATIK 2019: 50 Jahre …","dl.gi.de","https://dl.gi.de/handle/20.500.12116/24971","",283,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,3,"… with the task of relation classiĄcation in the past, some on general corpora and some on data from specialised domains. We use the dataset from SemEval-2010 Task 8 (SE10-8) as an …","https://dl.gi.de/bitstream/handle/20.500.12116/24971/paper3_01.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:ZvwsaWxWd68J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"B Liu, G Qi, L Pan, S Duan, T Wu","Incorporating human knowledge in neural relation extraction with reinforcement learning",2019,"2019 International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8852431/","https://scholar.google.com/scholar?cites=15596194254508761381&as_sdt=2005&sciodt=2007&hl=en",287,"2022-03-25 10:09:03","","","","",,,,,2,0.67,0,5,3,"… • We conduct experiments on the SemEval-2010 Task 8 dataset. The experimental results demonstrate that our approach can reinforce the existing DNN-based RE models effectively …","https://ieeexplore.ieee.org/iel7/8840768/8851681/08852431.pdf","https://scholar.google.com/scholar?q=related:JaH70wrQcNgJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
23,"Z Wang, Y Qin, W Zhou, J Yan, Q Ye, L Neves, ...","Learning from explanations with neural execution tree",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1911.01352","https://scholar.google.com/scholar?cites=7878469874238216625&as_sdt=2005&sciodt=2007&hl=en",299,"2022-03-25 10:09:03","","","","",,,,,23,7.67,3,7,3,"… Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of nominals… For SemEval 2010 Task 8, we set the learning rate to 0.1 in the pretraining stage. The total …","https://arxiv.org/pdf/1911.01352","https://scholar.google.com/scholar?q=related:sdmV05vyVW0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"H Wang, ZHU Han, BAI Yunqing","Construction of causality event evolutionary graph of aviation accident",2019,"2019 5th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8883740/","https://scholar.google.com/scholar?cites=4165313162085620167&as_sdt=2005&sciodt=2007&hl=en",302,"2022-03-25 10:09:03","","","","",,,,,2,0.67,1,3,3,"… Experiment are conducted on SemEval-2010 Task 8 dataset and our dataset respectively. … As we can see from the table 1: In SemEval-2010 Task 8 dataset, the F-measure of our …","https://ieeexplore.ieee.org/iel7/8877928/8883429/08883740.pdf","https://scholar.google.com/scholar?q=related:x1lfjEAqzjkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
39,"A Lamurias, D Sousa, LA Clarke, ...","BO-LSTM: classifying relations via long short-term memory networks along biomedical ontologies",2019,"BMC …","bmcbioinformatics.biomedcentral …","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-018-2584-5","https://scholar.google.com/scholar?cites=16489896779147050297&as_sdt=2005&sciodt=2007&hl=en",312,"2022-03-25 10:09:03","HTML","10.1186/s12859-018-2584-5","","",,,,,39,13.00,10,4,3,"… Using all four channels, the F1-score of the SemEval 2010 Task 8 was 0.0135 higher than when using only the word embeddings channel. Although WordNet can be considered an …","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-018-2584-5","https://scholar.google.com/scholar?q=related:Of3q38Dh1-QJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
638,"I Tenney, D Das, E Pavlick","BERT rediscovers the classical NLP pipeline",2019,"arXiv preprint arXiv:1905.05950","arxiv.org","https://arxiv.org/abs/1905.05950","https://scholar.google.com/scholar?cites=249564336075756665&as_sdt=2005&sciodt=2007&hl=en",314,"2022-03-25 10:09:03","","","","",,,,,638,212.67,213,3,3,"Pre-trained text encoders have rapidly advanced the state of the art on many NLP tasks. We focus on one such model, BERT, and aim to quantify where linguistic information is captured …","https://arxiv.org/pdf/1905.05950.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:edRmAHGhdgMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"M Buldu","RELATION EXTRACTION IN TURKISH",2019,"","cmpe.boun.edu.tr","https://www.cmpe.boun.edu.tr/~gungort/undergraduateprojects/Relation%20Extraction%20in%20Turkish.pdf","",320,"2022-03-25 10:09:03","PDF","","","",,,,,0,0.00,0,1,3,"… The dataset used in this paper is SemEval-2010 task 8 dataset, which includes 8000 training and 2717 test instances. There are 9 relation types and ”Other” relation, which contains all …","https://www.cmpe.boun.edu.tr/~gungort/undergraduateprojects/Relation%20Extraction%20in%20Turkish.pdf","https://scholar.google.com/scholar?q=related:PHPzmxaGxy0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
5,"Z Dashdorj, M Song","An application of convolutional neural networks with salient features for relation classification",2019,"BMC bioinformatics","Springer","https://link.springer.com/article/10.1186/s12859-019-2808-3","https://scholar.google.com/scholar?cites=9832293081238023735&as_sdt=2005&sciodt=2007&hl=en",324,"2022-03-25 10:09:03","HTML","10.1186/s12859-019-2808-3","","",,,,,5,1.67,3,2,3,"… SemEval-2010 Task 8 [2] has proposed a multi-way classification for common nominals. In a similar fashion, our research encounters a cause-effect relationship between the entities. […","https://link.springer.com/article/10.1186/s12859-019-2808-3","https://scholar.google.com/scholar?q=related:Ny65snZSc4gJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Z Jin, C Shibata, K Tago","Semantic relation classification through low-dimensional distributed representations of partial word sequences",2019,"Nonlinear Theory and Its Applications …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/nolta/10/1/10_28/_article/-char/ja/","",326,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,3,3,"… For another instance, if we use data sets like SemEval-2010 Task 8, since each pair of nominals to be classified is marked as indices from the beginning for each sentence Si, we can …","https://www.jstage.jst.go.jp/article/nolta/10/1/10_28/_pdf","https://scholar.google.com/scholar?q=related:dt4JdSw_50cJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
422,"I Tenney, P Xia, B Chen, A Wang, A Poliak, ...","What do you learn from context? probing for sentence structure in contextualized word representations",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1905.06316","https://scholar.google.com/scholar?cites=446886033048011777&as_sdt=2005&sciodt=2007&hl=en",327,"2022-03-25 10:09:03","","","","",,,,,422,140.67,70,6,3,"… SemEval-2010 task 8: Multi-way classification of semantic relations between pairs of nominals. In Proceedings of the Workshop on Semantic Evaluations: Recent Achievements and …","https://arxiv.org/pdf/1905.06316","https://scholar.google.com/scholar?q=related:AQTptnqoMwYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
14,"N Rusnachenko, N Loukachevitch, ...","Distant supervision for sentiment attitude extraction",2019,"Proceedings of the …","aclanthology.org","https://aclanthology.org/R19-1118/","https://scholar.google.com/scholar?cites=5502580389021766713&as_sdt=2005&sciodt=2007&hl=en",336,"2022-03-25 10:09:03","","","","",,,,,14,4.67,5,3,3,"… When relation extraction is performed automatically using machine learning approaches, this … Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of …","https://aclanthology.org/R19-1118.pdf","https://scholar.google.com/scholar?q=related:OVSsu7UXXUwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
59,"M Yu, S Chang, Y Zhang, TS Jaakkola","Rethinking cooperative rationalization: Introspective extraction and complement control",2019,"arXiv preprint arXiv:1910.13294","arxiv.org","https://arxiv.org/abs/1910.13294","https://scholar.google.com/scholar?cites=10090306309788711719&as_sdt=2005&sciodt=2007&hl=en",342,"2022-03-25 10:09:03","","","","",,,,,59,19.67,15,4,3,"… relation classification To show the generalizability of our proposed approaches to other NLP applications, we further consider the SemEval 2010 Task 8 … Semeval-2010 task 8: Multi-way …","https://arxiv.org/pdf/1910.13294","https://scholar.google.com/scholar?q=related:J7vWxSD4B4wJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"B Yin, Y Wang, D Pei, Y Yan","Research on the Extraction of Entity Relationships From Fusion Syntactic Information",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8982605/","https://scholar.google.com/scholar?cites=5384502525277774830&as_sdt=2005&sciodt=2007&hl=en",346,"2022-03-25 10:09:03","","","","",,,,,2,0.67,1,4,3,"… The data set used in this experiment is SemEval-2010 task 8 [18 ǃ 19] intended to identify the … Experiments are conducted on the SemEval2010 task 8 dataset and achieve good results, …","","https://scholar.google.com/scholar?q=related:7iNgt4SYuUoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
9,"N Rusnachenko, N Loukachevitch","Using convolutional neural networks for sentiment attitude extraction from analytical texts",2019,"EPiC Series in Language …","mail.easychair.org","https://mail.easychair.org/publications/download/pQrC","https://scholar.google.com/scholar?cites=2256107423929880226&as_sdt=2005&sciodt=2007&hl=en",350,"2022-03-25 10:09:03","PDF","","","",,,,,9,3.00,5,2,3,"… Semeval-2010 task 8: Multiway classification of semantic relations between pairs of nominals. In Proceedings of the Workshop on Semantic Evaluations: Recent Achievements and …","https://mail.easychair.org/publications/download/pQrC","https://scholar.google.com/scholar?q=related:ok52qr9NTx8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
238,"Z Guo, Y Zhang, W Lu","Attention guided graph convolutional networks for relation extraction",2019,"arXiv preprint arXiv:1906.07510","arxiv.org","https://arxiv.org/abs/1906.07510","https://scholar.google.com/scholar?cites=17304472784829929435&as_sdt=2005&sciodt=2007&hl=en",357,"2022-03-25 10:09:03","","","","",,,,,238,79.33,79,3,3,"… useful for the relation extraction task. Extensive results on various tasks including cross-sentence n-ary relation extraction and large-scale sentence-level relation extraction show that …","https://arxiv.org/pdf/1906.07510","https://scholar.google.com/scholar?q=related:29czlVDWJfAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"N Madi, R Al-Matham, H Al-Khalifa","Grammar checking and relation extraction in text: approaches, techniques and open challenges",2019,"Data Technologies and …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/DTA-01-2019-0001/full/html","https://scholar.google.com/scholar?cites=4962186620953888447&as_sdt=2005&sciodt=2007&hl=en",358,"2022-03-25 10:09:03","HTML","10.1108/DTA-01-2019-0001","","",,,,,1,0.33,0,3,3,"… target relation words and their context words. These embeddings are sectional component in … RE SemEval-2010 Task 8 data set Zhang and Wang (2015) Supervised/Deep learning (…","https://www.emerald.com/insight/content/doi/10.1108/DTA-01-2019-0001/full/html","https://scholar.google.com/scholar?q=related:vwYn43A63UQJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
69,"P Gupta, S Rajaram, H Schütze, ...","Neural relation extraction within and across sentence boundaries",2019,"Proceedings of the AAAI …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/4617","https://scholar.google.com/scholar?cites=2797416576108854311&as_sdt=2005&sciodt=2007&hl=en",360,"2022-03-25 10:09:03","","","","",,,,,69,23.00,17,4,3,"… Learning: We develop a biRNN over the two structures: iDepNN-SDP and iDepNN-ADP, and pass … Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of …","https://ojs.aaai.org/index.php/AAAI/article/view/4617/4495","https://scholar.google.com/scholar?q=related:J_zB-41r0iYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
24,"H Lin, J Yan, M Qu, X Ren","Learning dual retrieval module for semi-supervised relation extraction",2019,"The World Wide Web Conference","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3308558.3313573","https://scholar.google.com/scholar?cites=944631010373750322&as_sdt=2005&sciodt=2007&hl=en",362,"2022-03-25 10:09:03","","10.1145/3308558.3313573","","",,,,,24,8.00,6,4,3,"… SemEval 2010 Task 8 provides a standard benchmark dataset which is widely adopted for evaluating relation … Semeval-2010 task 8: Multi-way classification of semantic relations …","https://dl.acm.org/doi/pdf/10.1145/3308558.3313573","https://scholar.google.com/scholar?q=related:Mk4lKeYAHA0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
5,"H Xu, Y Li, Y He, L Qian","Research on Chinese nested named entity relation extraction",2019,"Beijing Da Xue Xue Bao","search.proquest.com","https://search.proquest.com/openview/cf2d90c1c676252d16f19d9c6744a8e5/1?pq-origsite=gscholar&cbl=2048897","https://scholar.google.com/scholar?cites=1535507962871700521&as_sdt=2005&sciodt=2007&hl=en",367,"2022-03-25 10:09:03","","","","",,,,,5,1.67,1,4,3,"… Semi-supervised learning for semantic relation classification using stratified sampling strategy // … SemEval2010 task 8: multi-way classification of semantic relations between pairs of …","","https://scholar.google.com/scholar?q=related:KVzAVFs4TxUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
24,"O Hassanzadeh, D Bhattacharjya, M Feblowitz, ...","Answering Binary Causal Questions Through Large-Scale Text Mining: An Evaluation Using Cause-Effect Pairs from Human Experts.",2019,"IJCAI","ijcai.org","https://www.ijcai.org/proceedings/2019/0695.pdf","https://scholar.google.com/scholar?cites=18291229785524359035&as_sdt=2005&sciodt=2007&hl=en",368,"2022-03-25 10:09:03","PDF","","","",,,,,24,8.00,6,4,3,"… Our goal is to understand whether a causal relation could exist, regardless of whether it holds true … SemEval-2010 task 8: Multi-way classification of semantic relations between pairs of …","https://www.ijcai.org/proceedings/2019/0695.pdf","https://scholar.google.com/scholar?q=related:e085L5SA1_0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
72,"DS Sachan, M Zaheer, R Salakhutdinov","Revisiting lstm networks for semi-supervised text classification via mixed objective function",2019,"Proceedings of the AAAI …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/4672","https://scholar.google.com/scholar?cites=11246979346510993008&as_sdt=2005&sciodt=2007&hl=en",378,"2022-03-25 10:09:03","","","","",,,,,72,24.00,24,3,3,"… max layer for relation classification. We perform experiments using our proposed mixed objective function on two RE datasets: TACRED and SemEval2010 Task 8 whose statistics are …","https://ojs.aaai.org/index.php/AAAI/article/view/4672/4550","https://scholar.google.com/scholar?q=related:cFbxaCBMFZwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
8,"C Hashimoto","Weakly supervised multilingual causality extraction from Wikipedia",2019,"Proceedings of the 2019 Conference on Empirical …","aclanthology.org","https://aclanthology.org/D19-1296/","https://scholar.google.com/scholar?cites=7585346559696172202&as_sdt=2005&sciodt=2007&hl=en",382,"2022-03-25 10:09:03","","","","",,,,,8,2.67,8,1,3,"… relation triples in Wikidata, which represents a causality by either a has cause or a has effect relation … 64%, respectively, rivaling an oracle relation extractor that perfectly detected the …","https://aclanthology.org/D19-1296.pdf","https://scholar.google.com/scholar?q=related:qvTr1IGQRGkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
38,"SN Kim, P Nakov","Large-scale noun compound interpretation using bootstrapping and the web as a corpus",2019,"arXiv preprint arXiv:1911.12085","arxiv.org","https://arxiv.org/abs/1911.12085","https://scholar.google.com/scholar?cites=5736017814731533704&as_sdt=2005&sciodt=2007&hl=en",394,"2022-03-25 10:09:03","","","","",,,,,38,12.67,19,2,3,"… relation, we are interested in building semantic representations that are specific for these NCs and do not necessarily apply to all instances of that relation. … SemEval-2010 task 8: Multi-…","https://arxiv.org/pdf/1911.12085","https://scholar.google.com/scholar?q=related:iK1i0M9tmk8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
8,"Z Xie, F Mu","Distributed representation of words in cause and effect spaces",2019,"Proceedings of the AAAI Conference on Artificial …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/4720","https://scholar.google.com/scholar?cites=1098090060358379162&as_sdt=2005&sciodt=2007&hl=en",395,"2022-03-25 10:09:03","","","","",,,,,8,2.67,4,2,3,"… Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of nominals. In Proceedings of the 5th International Workshop on Semantic Evaluation, 33–38. …","https://ojs.aaai.org/index.php/AAAI/article/view/4720/4598","https://scholar.google.com/scholar?q=related:mmYMixczPQ8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
